transaction_id,user_id,amount,merchant_category,transaction_hour,day_of_week,account_age_days,previous_transactions,avg_transaction_amount,location_risk_score,device_risk_score,is_fraud
TXN_00044,USR_144,2226.08,pharmacy,5,6,1394,336,156.37,0.8,0.9,0
TXN_00045,USR_145,2917.75,electronics,7,3,934,382,212.49,0.36,0.34,0
TXN_00046,USR_146,2019.49,gas_station,13,7,1377,191,184.5,0.65,0.35,0
TXN_00047,USR_147,674.72,gas_station,18,3,1919,436,176.48,0.2,0.56,0
TXN_00048,USR_148,3470.18,electronics,15,1,2618,299,190.12,0.7,0.8,0
TXN_00049,USR_149,2504.8,fast_food,19,1,1954,456,196.05,0.6,0.25,0
TXN_00050,USR_150,138.19,jewelry,16,1,2808,196,106.91,0.45,0.59,0
TXN_00051,USR_151,4251.3,pharmacy,9,4,241,446,89.25,0.2,0.87,0
TXN_00052,USR_152,549.14,restaurant,4,2,1423,210,145.7,0.57,0.53,0
TXN_00053,USR_153,439.3,fast_food,14,2,1315,442,61.41,0.18,0.57,0
TXN_00054,USR_154,2726.28,restaurant,2,4,1382,324,96.75,0.61,0.76,0
TXN_00055,USR_155,217.48,restaurant,10,6,257,3,149.63,0.65,0.3,0
TXN_00056,USR_156,1545.78,luxury,8,2,3137,397,172.73,0.82,0.75,0
TXN_00057,USR_157,2919.82,restaurant,18,7,668,251,196.04,0.39,0.61,0
TXN_00058,USR_158,2336.25,electronics,4,5,1796,325,87.99,0.66,0.55,0
TXN_00059,USR_159,1799.52,coffee_shop,12,4,1975,197,232.27,0.12,0.35,0
TXN_00060,USR_160,293.84,grocery,1,5,836,375,203.31,0.66,0.37,0
TXN_00061,USR_161,3381.56,online,0,3,3120,427,129.19,0.71,0.46,0
TXN_00062,USR_162,2067.28,pharmacy,6,1,2791,3,236.95,0.3,0.2,0
TXN_00063,USR_163,2926.87,jewelry,7,6,1430,160,243.86,0.4,0.15,0
TXN_00064,USR_164,1703.13,restaurant,3,4,2081,302,151.19,0.23,0.63,0
TXN_00065,USR_165,4988.77,gas_station,5,1,3394,24,140.35,0.38,0.42,0
TXN_00066,USR_166,584.58,gas_station,9,4,3001,267,226.65,0.43,0.41,0
TXN_00067,USR_167,3301.85,fast_food,16,3,1796,455,138.41,0.62,0.15,0
TXN_00068,USR_168,4070.48,restaurant,10,4,1491,385,238.1,0.62,0.86,0
TXN_00069,USR_169,765.65,jewelry,5,7,1672,10,145.48,0.58,0.57,0
TXN_00070,USR_170,2013.29,jewelry,7,6,557,109,117.62,0.2,0.41,0
TXN_00071,USR_171,821.68,grocery,18,5,712,64,196.87,0.27,0.15,0
TXN_00072,USR_172,2766.31,online,22,6,3264,20,169.05,0.8,0.56,0
TXN_00073,USR_173,1733.95,coffee_shop,20,3,3179,274,210.6,0.53,0.16,0
TXN_00074,USR_174,2833.59,fast_food,1,5,216,339,231.6,0.42,0.34,0
TXN_00075,USR_175,725.91,electronics,20,7,100,25,80.29,0.45,0.58,0
TXN_00076,USR_176,412.27,electronics,13,4,1577,64,237.91,0.7,0.57,0
TXN_00077,USR_177,4143.91,pharmacy,8,4,2894,79,66.04,0.48,0.6,0
TXN_00078,USR_178,4144.98,jewelry,22,6,2601,5,206.69,0.32,0.85,0
TXN_00079,USR_179,630.49,gas_station,13,6,433,340,225.03,0.88,0.24,0
TXN_00080,USR_180,3613.11,pharmacy,8,5,2500,359,58.06,0.42,0.51,0
TXN_00081,USR_181,2907.42,restaurant,13,7,449,262,237.19,0.64,0.49,0
TXN_00082,USR_182,4050.28,fast_food,3,3,486,402,240.11,0.12,0.89,0
TXN_00083,USR_183,439.8,electronics,15,2,2514,103,212.88,0.32,0.21,0
TXN_00084,USR_184,2204.88,gas_station,16,2,1486,361,178.79,0.4,0.14,0
TXN_00085,USR_185,3001.31,coffee_shop,9,2,181,281,230.48,0.41,0.27,0
TXN_00086,USR_186,2218.46,luxury,6,6,1988,170,59.67,0.76,0.76,0
TXN_00087,USR_187,2944.12,jewelry,0,1,2771,46,120.62,0.74,0.54,0
TXN_00088,USR_188,4131.4,electronics,18,6,2043,77,176.29,0.73,0.58,0
TXN_00089,USR_189,2076.56,electronics,16,1,2983,371,241.59,0.53,0.58,0
TXN_00090,USR_190,1110.23,electronics,8,6,966,234,175.13,0.56,0.25,0
TXN_00091,USR_191,307.34,gas_station,8,4,225,52,170.87,0.71,0.52,0
TXN_00092,USR_192,1141.6,restaurant,1,7,1210,185,183.3,0.16,0.45,0
TXN_00093,USR_193,825.2,online,13,6,494,49,86.89,0.26,0.41,0
TXN_00094,USR_194,265.24,grocery,0,7,586,340,129.56,0.51,0.49,0
TXN_00095,USR_195,1920.09,restaurant,10,3,1812,490,217.83,0.22,0.5,0
TXN_00096,USR_196,319.59,fast_food,8,6,400,191,64.23,0.56,0.55,0
TXN_00097,USR_197,4391.39,online,5,1,1661,205,161.57,0.87,0.14,1
TXN_00098,USR_198,499.06,luxury,8,7,1599,354,58.81,0.25,0.53,0
TXN_00099,USR_199,3231.41,luxury,13,6,3284,86,59.12,0.86,0.77,1
TXN_00100,USR_200,1490.1,electronics,4,6,2995,31,65.44,0.24,0.2,0
TXN_00101,USR_201,625.19,restaurant,3,4,2439,248,153.71,0.3,0.39,0
TXN_00102,USR_202,4947.63,fast_food,21,4,762,313,186.86,0.86,0.21,0
TXN_00103,USR_203,1916.88,coffee_shop,11,5,138,442,160.95,0.16,0.1,0
TXN_00104,USR_204,3355.47,restaurant,15,4,482,455,178.36,0.43,0.49,0
TXN_00105,USR_205,2083.06,coffee_shop,14,1,279,134,54.8,0.37,0.24,0
TXN_00106,USR_206,501.14,online,0,6,2796,269,241.34,0.58,0.68,0
TXN_00107,USR_207,1583.67,fast_food,23,5,937,490,128.63,0.29,0.18,0
TXN_00108,USR_208,903.37,online,16,5,2839,359,209.5,0.64,0.54,0
TXN_00109,USR_209,2380.7,fast_food,3,4,2730,373,234.49,0.16,0.32,0
TXN_00110,USR_210,1756.19,jewelry,15,3,2738,347,206.49,0.89,0.29,1
TXN_00111,USR_211,4372.79,coffee_shop,4,7,3405,286,216.12,0.28,0.42,0
TXN_00112,USR_212,2054.27,fast_food,1,1,2655,479,245.64,0.24,0.74,0
TXN_00113,USR_213,1677.62,restaurant,16,7,1942,437,196.17,0.44,0.56,0
TXN_00114,USR_214,4164.73,luxury,5,1,3097,252,210.83,0.79,0.15,0
TXN_00115,USR_215,3463.33,online,7,3,1159,26,78.0,0.43,0.54,0
TXN_00116,USR_216,2019.67,pharmacy,7,5,2655,194,153.92,0.9,0.21,0
TXN_00117,USR_217,3380.53,coffee_shop,7,1,1900,228,129.2,0.21,0.23,0
TXN_00118,USR_218,4746.87,fast_food,14,1,2061,229,225.92,0.83,0.89,0
TXN_00119,USR_219,1049.49,online,3,4,3072,335,121.09,0.64,0.49,0
TXN_00120,USR_220,2097.76,grocery,3,4,1708,19,121.56,0.58,0.56,0
TXN_00121,USR_221,815.67,pharmacy,17,1,3402,47,144.35,0.54,0.56,0
TXN_00122,USR_222,1058.43,fast_food,19,6,1267,456,198.45,0.12,0.38,0
TXN_00123,USR_223,3903.26,pharmacy,17,2,2701,344,162.78,0.31,0.66,0
TXN_00124,USR_224,2841.28,luxury,10,3,3400,28,209.25,0.69,0.59,0
TXN_00125,USR_225,2446.01,jewelry,14,3,2314,393,76.64,0.31,0.44,0
TXN_00126,USR_226,3000.5,fast_food,19,4,2955,337,152.74,0.33,0.11,0
TXN_00127,USR_227,2486.23,online,22,4,487,50,107.13,0.69,0.12,0
TXN_00128,USR_228,2928.29,jewelry,0,3,1474,425,238.29,0.24,0.48,0
TXN_00129,USR_229,466.2,gas_station,17,5,1551,360,175.14,0.54,0.43,0
TXN_00130,USR_230,2611.67,electronics,1,2,2036,72,229.31,0.26,0.12,0
TXN_00131,USR_231,4309.71,coffee_shop,3,3,2522,101,165.42,0.81,0.58,0
TXN_00132,USR_232,4052.7,jewelry,3,7,1629,111,135.93,0.7,0.83,0
TXN_00133,USR_233,2864.89,luxury,6,6,1404,56,86.16,0.32,0.26,0
TXN_00134,USR_234,1241.82,coffee_shop,1,6,3450,345,111.28,0.54,0.57,0
TXN_00135,USR_235,2138.23,fast_food,3,7,1865,235,173.08,0.17,0.17,0
TXN_00136,USR_236,867.43,fast_food,16,2,2063,3,153.62,0.27,0.33,0
TXN_00137,USR_237,2007.56,pharmacy,23,1,2286,479,212.37,0.11,0.62,0
TXN_00138,USR_238,3347.69,coffee_shop,18,4,2102,400,209.73,0.85,0.12,0
TXN_00139,USR_239,777.38,restaurant,22,5,731,375,227.23,0.47,0.55,0
TXN_00140,USR_240,3318.51,restaurant,3,4,2713,308,185.81,0.85,0.9,0
TXN_00141,USR_241,3603.59,fast_food,10,5,1595,215,107.44,0.8,0.14,0
TXN_00142,USR_242,1163.09,fast_food,22,7,1036,141,229.48,0.3,0.28,0
TXN_00143,USR_243,699.25,coffee_shop,10,3,1874,413,221.82,0.5,0.64,0
TXN_00144,USR_244,1202.94,restaurant,4,4,2487,359,201.61,0.71,0.35,0
TXN_00145,USR_245,2059.31,pharmacy,9,7,2893,281,91.94,0.88,0.62,0
TXN_00146,USR_246,4673.37,online,22,6,2287,324,110.68,0.73,0.71,0
TXN_00147,USR_247,3461.36,jewelry,6,2,2576,366,243.13,0.41,0.2,0
TXN_00148,USR_248,3361.83,gas_station,21,3,2774,68,195.86,0.56,0.27,0
TXN_00149,USR_249,2527.24,restaurant,16,5,2863,327,112.44,0.44,0.62,0
TXN_00150,USR_250,3728.62,online,22,1,3136,181,96.44,0.42,0.32,0
TXN_00151,USR_251,1001.17,pharmacy,15,5,2357,483,206.68,0.83,0.4,0
TXN_00152,USR_252,3758.88,coffee_shop,21,6,3466,274,229.4,0.78,0.25,0
TXN_00153,USR_253,4781.9,gas_station,13,7,72,268,125.34,0.37,0.15,0
TXN_00154,USR_254,2436.01,electronics,0,4,615,28,71.8,0.3,0.35,0
TXN_00155,USR_255,4046.04,grocery,6,3,3092,403,225.1,0.34,0.79,0
TXN_00156,USR_256,4287.58,restaurant,9,6,1046,75,202.93,0.22,0.65,0
TXN_00157,USR_257,4725.67,grocery,22,7,1228,105,186.51,0.37,0.5,0
TXN_00158,USR_258,3232.17,pharmacy,1,3,3354,232,152.11,0.2,0.35,0
TXN_00159,USR_259,4013.96,electronics,19,7,2786,379,222.28,0.21,0.86,0
TXN_00160,USR_260,1650.82,pharmacy,7,6,2670,288,182.46,0.7,0.75,0
TXN_00161,USR_261,4729.29,coffee_shop,7,5,3232,408,112.58,0.79,0.21,0
TXN_00162,USR_262,3528.15,gas_station,22,6,212,475,198.4,0.64,0.3,0
TXN_00163,USR_263,4366.49,coffee_shop,12,4,3248,500,83.77,0.14,0.67,0
TXN_00164,USR_264,2382.62,online,17,1,73,381,219.82,0.41,0.23,0
TXN_00165,USR_265,4183.85,gas_station,6,5,3218,441,159.78,0.25,0.68,0
TXN_00166,USR_266,2560.46,luxury,7,6,2906,364,170.86,0.47,0.76,0
TXN_00167,USR_267,4149.52,online,18,5,3044,309,191.88,0.18,0.77,0
TXN_00168,USR_268,3358.35,jewelry,23,2,1224,230,189.4,0.39,0.8,0
TXN_00169,USR_269,3629.6,restaurant,21,1,785,493,72.52,0.43,0.81,0
TXN_00170,USR_270,245.51,restaurant,23,5,508,194,242.28,0.64,0.61,0
TXN_00171,USR_271,1360.09,grocery,13,3,2299,136,99.76,0.85,0.34,0
TXN_00172,USR_272,3879.77,restaurant,5,5,3485,131,128.62,0.21,0.11,0
TXN_00173,USR_273,2725.84,grocery,10,4,2926,480,245.16,0.4,0.39,0
TXN_00174,USR_274,1727.02,restaurant,1,2,1341,306,154.11,0.45,0.8,0
TXN_00175,USR_275,2532.55,grocery,20,5,3473,339,151.55,0.21,0.89,0
TXN_00176,USR_276,1257.36,gas_station,15,7,2365,282,64.67,0.63,0.58,0
TXN_00177,USR_277,2081.58,online,2,7,2918,163,134.44,0.73,0.26,0
TXN_00178,USR_278,4103.06,pharmacy,7,2,2152,35,179.75,0.44,0.47,0
TXN_00179,USR_279,1290.67,pharmacy,5,4,2244,275,200.42,0.51,0.36,0
TXN_00180,USR_280,2984.29,coffee_shop,2,3,926,453,249.15,0.45,0.84,0
TXN_00181,USR_281,1731.63,jewelry,21,3,1376,185,60.95,0.26,0.43,0
TXN_00182,USR_282,1105.98,gas_station,6,7,2552,272,50.05,0.83,0.78,0
TXN_00183,USR_283,3714.04,luxury,17,7,3100,333,83.56,0.2,0.15,0
TXN_00184,USR_284,3622.91,grocery,3,6,1437,229,235.76,0.44,0.2,0
TXN_00185,USR_285,2566.84,jewelry,20,5,2564,125,119.77,0.4,0.6,0
TXN_00186,USR_286,3596.4,grocery,21,3,1582,469,72.12,0.13,0.9,0
TXN_00187,USR_287,1171.31,electronics,12,3,2232,371,60.77,0.25,0.13,0
TXN_00188,USR_288,1965.14,gas_station,0,5,3387,395,210.48,0.37,0.46,0
TXN_00189,USR_289,3381.18,online,16,7,2103,229,151.78,0.79,0.79,0
TXN_00190,USR_290,59.45,luxury,1,3,2688,99,205.61,0.47,0.89,0
TXN_00191,USR_291,2421.33,online,16,1,413,86,247.38,0.7,0.3,0
TXN_00192,USR_292,2696.59,pharmacy,17,1,2587,34,248.43,0.79,0.18,0
TXN_00193,USR_293,3534.8,jewelry,21,6,3188,110,119.12,0.11,0.42,0
TXN_00194,USR_294,1181.42,coffee_shop,3,2,2222,425,213.77,0.37,0.76,0
TXN_00195,USR_295,12.98,coffee_shop,20,7,315,383,111.56,0.29,0.29,0
TXN_00196,USR_296,350.25,restaurant,0,4,2956,170,87.42,0.54,0.33,0
TXN_00197,USR_297,2092.8,grocery,2,1,242,92,125.37,0.8,0.82,0
TXN_00198,USR_298,2469.86,gas_station,17,1,2375,421,116.03,0.19,0.86,0
TXN_00199,USR_299,310.53,jewelry,8,4,1609,231,109.53,0.34,0.36,0
TXN_00200,USR_300,829.79,coffee_shop,13,3,89,200,206.63,0.2,0.61,0
TXN_00201,USR_301,627.99,electronics,17,1,2647,369,64.11,0.83,0.25,0
TXN_00202,USR_302,4108.04,fast_food,2,7,3075,300,158.93,0.16,0.86,0
TXN_00203,USR_303,1242.34,grocery,22,7,317,184,221.93,0.24,0.78,0
TXN_00204,USR_304,76.01,pharmacy,3,3,3243,352,152.36,0.72,0.85,0
TXN_00205,USR_305,4546.92,gas_station,19,1,1173,392,213.92,0.81,0.26,0
TXN_00206,USR_306,1428.08,luxury,12,4,3387,339,107.79,0.4,0.41,0
TXN_00207,USR_307,2727.33,grocery,15,2,2205,113,81.98,0.65,0.23,0
TXN_00208,USR_308,1558.44,restaurant,23,4,3283,409,150.67,0.74,0.69,0
TXN_00209,USR_309,3231.22,pharmacy,9,6,610,153,81.15,0.54,0.17,0
TXN_00210,USR_310,1893.04,online,0,5,2293,73,132.7,0.13,0.32,0
TXN_00211,USR_311,4778.69,electronics,1,1,2365,306,240.73,0.38,0.13,0
TXN_00212,USR_312,903.68,coffee_shop,17,5,368,157,128.44,0.86,0.21,0
TXN_00213,USR_313,3819.94,jewelry,23,6,2993,177,71.74,0.89,0.41,1
TXN_00214,USR_314,3878.42,jewelry,13,6,2119,73,118.52,0.6,0.25,0
TXN_00215,USR_315,738.64,restaurant,5,2,2546,428,237.61,0.83,0.81,0
TXN_00216,USR_316,3130.91,gas_station,6,1,762,344,211.65,0.16,0.37,0
TXN_00217,USR_317,1575.38,fast_food,1,7,3096,478,177.13,0.38,0.22,0
TXN_00218,USR_318,2986.37,pharmacy,14,6,2271,38,212.88,0.41,0.21,0
TXN_00219,USR_319,991.47,gas_station,21,1,1046,51,97.5,0.34,0.61,0
TXN_00220,USR_320,3008.72,jewelry,23,5,2015,488,189.22,0.39,0.76,0
TXN_00221,USR_321,1028.4,online,11,2,2769,336,143.81,0.74,0.24,0
TXN_00222,USR_322,558.22,jewelry,3,3,2557,36,226.74,0.37,0.65,0
TXN_00223,USR_323,136.49,jewelry,10,4,1865,169,188.01,0.35,0.14,0
TXN_00224,USR_324,3052.97,fast_food,21,3,2860,300,98.16,0.41,0.16,0
TXN_00225,USR_325,744.34,restaurant,18,5,1512,414,109.6,0.17,0.83,0
TXN_00226,USR_326,40.17,online,13,2,39,161,146.77,0.2,0.35,0
TXN_00227,USR_327,4631.04,jewelry,7,6,3050,329,82.34,0.87,0.26,1
TXN_00228,USR_328,3710.41,coffee_shop,8,7,1492,69,159.34,0.81,0.54,0
TXN_00229,USR_329,2677.45,online,15,4,1844,184,89.09,0.23,0.83,0
TXN_00230,USR_330,1645.91,gas_station,15,5,465,90,124.42,0.71,0.37,0
TXN_00231,USR_331,4760.79,fast_food,2,7,1169,440,197.59,0.58,0.8,0
TXN_00232,USR_332,257.53,restaurant,17,2,1098,376,101.41,0.47,0.28,0
TXN_00233,USR_333,3722.09,electronics,23,1,96,435,233.84,0.44,0.37,0
TXN_00234,USR_334,4808.14,pharmacy,20,1,3348,298,138.97,0.49,0.38,0
TXN_00235,USR_335,4548.65,fast_food,12,7,2436,109,163.79,0.71,0.75,0
TXN_00236,USR_336,1715.83,grocery,17,3,2246,458,136.74,0.78,0.39,0
TXN_00237,USR_337,3971.74,pharmacy,15,6,3195,77,238.2,0.6,0.69,0
TXN_00238,USR_338,4027.44,online,12,2,3182,302,219.01,0.42,0.14,0
TXN_00239,USR_339,2015.36,gas_station,4,4,2072,262,184.75,0.46,0.7,0
TXN_00240,USR_340,1791.34,electronics,12,3,2076,6,176.95,0.25,0.7,0
TXN_00241,USR_341,2733.02,jewelry,19,6,699,388,90.81,0.33,0.7,0
TXN_00242,USR_342,2418.18,pharmacy,4,4,672,92,93.21,0.87,0.67,0
TXN_00243,USR_343,4786.1,fast_food,18,6,618,377,135.42,0.48,0.82,0
TXN_00244,USR_344,2630.0,luxury,11,1,916,390,191.46,0.3,0.46,0
TXN_00245,USR_345,626.01,luxury,7,1,1102,190,91.2,0.1,0.13,0
TXN_00246,USR_346,4886.65,jewelry,1,6,866,266,98.47,0.63,0.77,0
TXN_00247,USR_347,2757.8,online,12,4,1882,452,80.63,0.68,0.58,0
TXN_00248,USR_348,3658.94,grocery,1,6,1347,53,203.95,0.88,0.56,0
TXN_00249,USR_349,1714.79,pharmacy,20,7,1140,428,179.69,0.15,0.82,0
TXN_00250,USR_350,605.71,gas_station,18,5,2355,90,115.57,0.75,0.58,0
TXN_00251,USR_351,1974.24,coffee_shop,20,4,1516,301,144.69,0.78,0.37,0
TXN_00252,USR_352,4349.55,electronics,16,3,1561,499,67.63,0.72,0.78,0
TXN_00253,USR_353,917.27,jewelry,16,4,1465,419,136.07,0.23,0.67,0
TXN_00254,USR_354,2681.39,online,15,7,1994,455,177.06,0.26,0.27,0
TXN_00255,USR_355,217.07,fast_food,0,5,589,226,114.41,0.55,0.79,0
TXN_00256,USR_356,3337.97,restaurant,7,1,2127,330,137.08,0.86,0.68,0
TXN_00257,USR_357,4651.52,gas_station,6,2,785,81,155.52,0.31,0.14,0
TXN_00258,USR_358,3633.16,online,19,6,3366,61,74.26,0.34,0.53,0
TXN_00259,USR_359,2826.44,jewelry,13,7,1372,369,170.12,0.23,0.4,0
TXN_00260,USR_360,3089.8,electronics,15,6,1981,246,243.96,0.68,0.84,0
TXN_00261,USR_361,3813.44,jewelry,18,2,2671,427,168.34,0.25,0.63,0
TXN_00262,USR_362,3120.66,coffee_shop,0,2,196,66,170.49,0.49,0.52,0
TXN_00263,USR_363,1678.87,fast_food,18,2,571,323,153.86,0.26,0.74,0
TXN_00264,USR_364,937.03,pharmacy,1,5,621,29,66.99,0.45,0.63,0
TXN_00265,USR_365,2194.21,restaurant,8,2,2136,491,105.35,0.55,0.38,0
TXN_00266,USR_366,4665.01,coffee_shop,19,5,2631,10,234.53,0.5,0.36,0
TXN_00267,USR_367,3688.29,gas_station,2,2,1859,311,57.34,0.48,0.37,0
TXN_00268,USR_368,4603.47,luxury,15,2,918,426,52.4,0.54,0.69,0
TXN_00269,USR_369,2430.24,coffee_shop,19,2,3274,299,67.08,0.88,0.51,0
TXN_00270,USR_370,3074.79,restaurant,19,6,2112,136,97.32,0.49,0.44,0
TXN_00271,USR_371,383.73,restaurant,23,6,1423,473,71.23,0.77,0.29,0
TXN_00272,USR_372,982.84,luxury,19,5,301,118,150.98,0.71,0.15,0
TXN_00273,USR_373,2888.27,coffee_shop,12,2,464,9,73.84,0.13,0.14,0
TXN_00274,USR_374,4172.48,jewelry,16,7,2085,351,73.59,0.14,0.45,0
TXN_00275,USR_375,4221.53,coffee_shop,4,5,414,91,102.48,0.44,0.13,0
TXN_00276,USR_376,2250.9,luxury,19,5,179,450,165.52,0.56,0.37,0
TXN_00277,USR_377,1584.51,pharmacy,16,7,501,48,71.32,0.39,0.18,0
TXN_00278,USR_378,3835.31,luxury,21,2,2491,277,243.25,0.88,0.79,1
TXN_00279,USR_379,3007.95,grocery,21,6,1787,268,190.17,0.33,0.6,0
TXN_00280,USR_380,2283.69,coffee_shop,11,7,197,358,146.4,0.71,0.33,0
TXN_00281,USR_381,1597.02,pharmacy,13,2,3306,247,234.93,0.14,0.49,0
TXN_00282,USR_382,4564.88,coffee_shop,11,5,3315,380,172.07,0.54,0.3,0
TXN_00283,USR_383,1722.94,fast_food,3,4,568,131,220.41,0.55,0.51,0
TXN_00284,USR_384,506.9,luxury,7,7,363,146,53.21,0.87,0.4,1
TXN_00285,USR_385,3020.03,fast_food,17,4,1075,97,65.94,0.65,0.85,0
TXN_00286,USR_386,2882.57,grocery,22,6,3253,4,75.22,0.57,0.71,0
TXN_00287,USR_387,2038.02,fast_food,16,1,2148,4,225.97,0.62,0.82,0
TXN_00288,USR_388,3121.29,coffee_shop,20,2,2837,412,76.26,0.35,0.26,0
TXN_00289,USR_389,4545.04,online,13,3,456,80,202.08,0.64,0.34,0
TXN_00290,USR_390,928.38,coffee_shop,20,5,1058,134,201.29,0.48,0.28,0
TXN_00291,USR_391,3086.94,pharmacy,13,5,1517,314,58.07,0.36,0.47,0
TXN_00292,USR_392,748.31,gas_station,21,4,3112,105,246.93,0.27,0.2,0
TXN_00293,USR_393,1025.64,coffee_shop,17,7,2303,248,203.81,0.44,0.55,0
TXN_00294,USR_394,114.84,restaurant,11,5,2292,248,56.89,0.46,0.75,0
TXN_00295,USR_395,4427.34,gas_station,9,5,1430,397,67.34,0.53,0.83,0
TXN_00296,USR_396,1945.98,coffee_shop,23,2,2720,61,215.91,0.21,0.85,0
TXN_00297,USR_397,3759.6,jewelry,14,7,2884,487,238.27,0.64,0.39,0
TXN_00298,USR_398,4691.52,restaurant,3,2,2102,206,105.11,0.37,0.66,0
TXN_00299,USR_399,3828.93,online,17,5,2875,351,235.88,0.26,0.74,0
TXN_00300,USR_400,3695.34,grocery,5,4,2624,3,62.76,0.41,0.33,0
TXN_00301,USR_401,1529.41,electronics,4,4,2478,223,246.59,0.61,0.67,0
TXN_00302,USR_402,4883.32,electronics,2,3,928,190,125.44,0.74,0.45,0
TXN_00303,USR_403,4348.97,electronics,19,1,2987,197,86.13,0.86,0.28,0
TXN_00304,USR_404,1637.84,coffee_shop,19,6,2154,147,201.24,0.42,0.59,0
TXN_00305,USR_405,2228.42,fast_food,1,7,3379,90,198.47,0.28,0.15,0
TXN_00306,USR_406,1506.65,luxury,14,1,846,436,144.86,0.23,0.38,0
TXN_00307,USR_407,2005.92,pharmacy,9,2,157,402,61.48,0.57,0.81,0
TXN_00308,USR_408,767.2,fast_food,16,5,2880,119,169.56,0.63,0.44,0
TXN_00309,USR_409,3508.48,fast_food,5,6,167,185,132.15,0.5,0.11,0
TXN_00310,USR_410,3461.68,jewelry,20,1,664,45,182.27,0.13,0.39,0
TXN_00311,USR_411,4895.37,gas_station,12,3,2762,203,134.15,0.5,0.83,0
TXN_00312,USR_412,3589.14,coffee_shop,18,2,2140,8,166.41,0.74,0.79,1
