TransactionID,Amount,Time,Location,Device,Class
41929,159.96,13770,Tokyo,Mobile,0
86547,830.12,27418,Tokyo,Mobile,0
82586,602.22,15099,Mumbai,Mobile,0
38604,945.6,46730,Mumbai,Desktop,0
91658,656.25,17429,Berlin,Desktop,0
62787,940.86,1102,Mumbai,Mobile,0
84341,743.79,44947,London,Tablet,0
39875,114.88,70714,London,Mobile,0
78469,113.18,48567,Tokyo,Desktop,0
31632,854.85,72317,Tokyo,Tablet,0
14953,786.07,52813,Tokyo,Tablet,0
39332,522.26,62074,Berlin,Mobile,0
48588,478.55,41384,Berlin,Desktop,0
83595,299.76,23745,London,Desktop,0
41488,568.93,74689,Mumbai,Tablet,0
39628,246.41,77691,Mumbai,Desktop,0
87895,754.94,49618,Tokyo,Desktop,0
26304,258.8,72285,London,Tablet,0
67404,871.03,62963,Tokyo,Desktop,0
98085,251.74,4822,Mumbai,Mobile,0
95602,884.5,3069,Tokyo,Tablet,0
5020,859.36,9177,Mumbai,Mobile,1
5224,361.25,66997,Tokyo,Desktop,1
15781,107.96,77042,Mumbai,Mobile,0
45557,820.2,77735,Tokyo,Desktop,0
12897,498.86,55617,Berlin,Mobile,0
34305,826.77,77696,New York,Desktop,0
93323,874.24,27637,Tokyo,Tablet,0
5325,64.42,33566,London,Tablet,1
52926,588.15,71415,Mumbai,Mobile,0
62865,662.27,84276,New York,Desktop,0
8019,461.76,55792,London,Mobile,1
82945,181.59,6814,London,Tablet,0
90377,748.21,80670,New York,Desktop,0
41721,413.71,84645,London,Tablet,0
867,163.69,1176,New York,Mobile,1
98444,227.21,56870,Berlin,Mobile,0
83040,615.39,85098,Berlin,Desktop,0
13925,562.37,55570,Mumbai,Mobile,0
79893,353.97,49443,New York,Desktop,0
31184,404.56,62568,London,Tablet,0
13800,810.43,79092,Tokyo,Mobile,0
40989,271.98,38325,London,Tablet,0
66734,435.08,10441,Berlin,Tablet,0
78331,543.67,79696,New York,Desktop,0
24379,25.22,35968,Mumbai,Mobile,0
23415,579.57,78053,Berlin,Tablet,0
97560,255.18,32748,Mumbai,Desktop,0
22993,13.58,33441,New York,Desktop,0
3232,611.68,59428,Berlin,Mobile,1
41996,876.77,55058,Berlin,Tablet,0
49188,439.57,62338,Berlin,Mobile,0
22515,484.89,63892,Tokyo,Mobile,0
21326,535.55,11366,New York,Desktop,0
86234,663.28,44419,New York,Mobile,0
88127,542.18,69920,Mumbai,Desktop,0
29824,249.7,25217,Tokyo,Mobile,0
92485,59.2,44127,Berlin,Desktop,0
68425,158.71,70553,Mumbai,Mobile,0
64484,270.13,646,New York,Tablet,0
51020,541.24,85248,New York,Mobile,0
26754,249.86,10959,London,Mobile,0
49964,840.81,4583,New York,Mobile,0
42732,471.14,47211,Tokyo,Tablet,0
29057,569.75,18686,Tokyo,Tablet,0
55318,431.14,73640,Berlin,Tablet,0
35497,426.89,67912,Mumbai,Tablet,0
56338,187.97,14554,London,Desktop,0
79278,199.35,77392,Mumbai,Desktop,0
5465,274.13,4259,Tokyo,Tablet,1
70156,136.86,35556,Mumbai,Desktop,0
70670,784.62,143,Berlin,Mobile,0
56014,120.08,22963,Tokyo,Tablet,0
12086,296.03,4960,Mumbai,Mobile,0
56819,808.45,4575,Berlin,Tablet,0
20001,732.7,3429,Tokyo,Mobile,0
69067,473.29,11329,Berlin,Tablet,0
50453,346.48,56889,New York,Desktop,0
90710,95.86,57453,Mumbai,Tablet,0
52885,773.55,37201,London,Tablet,0
30964,66.11,79378,Berlin,Tablet,0
34574,855.07,62598,Berlin,Tablet,0
15295,332.58,47013,New York,Desktop,0
27919,748.46,45092,Tokyo,Desktop,0
46121,774.42,27702,Tokyo,Mobile,0
35074,738.52,14325,Mumbai,Mobile,0
10551,441.04,64283,Berlin,Mobile,0
91128,53.3,851,New York,Tablet,0
691,330.44,41218,London,Mobile,1
77730,752.79,64608,New York,Tablet,0
36097,307.2,80970,Mumbai,Mobile,0
65352,444.31,23971,Tokyo,Tablet,0
11041,578.68,63210,Berlin,Desktop,0
4222,617.5,5671,New York,Desktop,1
822,14.59,66547,London,Tablet,1
38129,799.77,63184,New York,Desktop,0
89152,256.88,15040,New York,Mobile,0
29232,448.67,1171,Tokyo,Tablet,0
50557,769.41,62560,New York,Tablet,0
33685,753.19,53949,London,Tablet,0
58754,962.6,27542,Mumbai,Desktop,0
27023,300.6,57418,New York,Desktop,0
36906,640.85,70507,Mumbai,Desktop,0
271,811.27,53611,New York,Desktop,1
8867,423.82,84816,Tokyo,Mobile,1
15007,265.29,18051,Mumbai,Desktop,0
4689,548.81,9924,Mumbai,Tablet,1
81996,609.48,32750,Berlin,Tablet,0
84373,92.89,2556,Tokyo,Desktop,0
2515,630.33,81742,Tokyo,Mobile,1
36400,684.16,3147,Tokyo,Tablet,0
38869,852.89,56096,Mumbai,Tablet,0
58245,167.72,51602,New York,Desktop,0
30410,580.87,21775,Tokyo,Tablet,0
54795,467.04,82151,Mumbai,Desktop,0
19264,154.03,38040,Berlin,Mobile,0
83910,476.41,9887,New York,Tablet,0
26974,702.8,66736,London,Tablet,0
7130,945.67,29426,New York,Tablet,1
7145,934.26,58877,Berlin,Tablet,1
45466,739.11,9921,New York,Mobile,0
1967,192.63,30187,Mumbai,Mobile,1
15153,954.83,29804,Berlin,Desktop,0
19114,386.3,62951,Berlin,Mobile,0
76207,876.82,26574,Berlin,Tablet,0
32142,812.26,41546,London,Tablet,0
21935,769.34,29776,Berlin,Desktop,0
40360,198.65,14305,Tokyo,Mobile,0
53842,565.13,34513,London,Mobile,0
9163,771.48,29070,Tokyo,Desktop,1
87844,643.29,71593,Berlin,Desktop,0
37630,560.05,62409,Mumbai,Desktop,0
83305,727.03,56084,Tokyo,Desktop,0
66270,437.78,22716,London,Desktop,0
34654,166.47,33210,Berlin,Tablet,0
41963,298.13,74322,Berlin,Mobile,0
39591,846.32,78681,London,Mobile,0
81036,148.95,20817,Mumbai,Tablet,0
10981,695.69,43607,Mumbai,Tablet,0
56300,950.47,33268,Mumbai,Mobile,0
61549,561.46,82655,Tokyo,Tablet,0
88401,302.88,11235,Tokyo,Mobile,0
44324,57.16,76120,Mumbai,Tablet,0
55208,426.54,5426,New York,Desktop,0
53528,633.67,73794,Berlin,Desktop,0
26971,764.69,56293,Tokyo,Tablet,0
73218,462.0,26837,London,Mobile,0
65891,556.76,21813,New York,Mobile,0
42222,298.24,23461,Tokyo,Mobile,0
97866,22.76,34307,Mumbai,Tablet,0
12251,671.18,5723,Tokyo,Desktop,0
69437,336.1,19758,New York,Tablet,0
38433,650.04,14360,Tokyo,Tablet,0
40890,441.58,76825,Berlin,Mobile,0
30999,515.35,8100,London,Desktop,0
56146,372.44,80786,Mumbai,Mobile,0
95414,179.93,22668,Berlin,Tablet,0
22156,398.24,70736,New York,Tablet,0
17614,375.23,77895,Tokyo,Tablet,0
56444,450.95,38027,Tokyo,Mobile,0
98400,580.07,6457,London,Mobile,0
24053,513.6,16288,Tokyo,Mobile,0
50243,600.56,36516,Berlin,Mobile,0
58999,214.04,45188,London,Tablet,0
31345,198.69,83888,New York,Mobile,0
61242,520.1,59972,New York,Desktop,0
92530,771.0,51132,Berlin,Mobile,0
80829,429.43,23017,New York,Desktop,0
51726,641.43,70429,Tokyo,Tablet,0
33880,597.58,79010,New York,Mobile,0
83007,638.06,65375,Tokyo,Desktop,0
73909,202.66,66222,London,Mobile,0
67247,197.78,52083,London,Tablet,0
88808,488.15,65376,Tokyo,Mobile,0
13122,52.96,9371,Tokyo,Tablet,0
8258,981.22,31501,New York,Tablet,1
93381,563.32,29709,Mumbai,Mobile,0
13915,478.8,13184,New York,Tablet,0
30903,588.44,12504,London,Mobile,0
72859,116.48,18771,Mumbai,Mobile,0
20293,523.21,73490,London,Tablet,0
58171,631.6,67622,New York,Mobile,0
20950,296.03,17568,Tokyo,Desktop,0
36695,277.82,56325,London,Desktop,0
8526,32.28,19041,Mumbai,Mobile,1
78272,489.13,54802,London,Mobile,0
77403,924.44,20939,Tokyo,Desktop,0
77652,384.35,22256,Tokyo,Tablet,0
99837,863.06,44835,London,Desktop,0
92272,550.86,19425,Tokyo,Desktop,0
29776,958.45,23380,Tokyo,Mobile,0
34808,508.89,8793,London,Desktop,0
16886,433.03,34689,Mumbai,Desktop,0
49984,866.23,22712,London,Desktop,0
62615,502.04,42593,London,Desktop,0
14229,11.71,10012,Mumbai,Tablet,0
52177,369.04,20312,Berlin,Mobile,0
8029,529.19,8012,Berlin,Desktop,1
28922,609.9,5078,London,Desktop,0
69420,847.66,906,Mumbai,Desktop,0
70812,787.68,16826,London,Mobile,0
34364,804.79,61256,London,Mobile,0
43204,997.86,48725,Mumbai,Tablet,0
36795,552.62,60108,Berlin,Desktop,0
97027,528.45,63581,Berlin,Mobile,0
63343,688.73,352,Berlin,Mobile,0
36956,779.77,80730,New York,Desktop,0
69229,892.18,49751,New York,Desktop,0
9424,407.64,35610,Tokyo,Desktop,1
86001,789.5,72639,London,Tablet,0
16959,890.71,32931,New York,Tablet,0
21615,795.08,45213,Mumbai,Desktop,0
61462,153.97,37434,Tokyo,Tablet,0
61774,618.44,80481,Mumbai,Tablet,0
86802,782.48,44834,Mumbai,Mobile,0
67503,95.58,26970,Tokyo,Mobile,0
79371,611.21,49240,Mumbai,Tablet,0
34497,431.9,48974,London,Desktop,0
43009,722.56,52822,London,Desktop,0
91598,800.98,40735,New York,Tablet,0
75439,370.69,66441,London,Desktop,0
29720,523.13,40758,Tokyo,Tablet,0
38607,749.47,14172,Berlin,Tablet,0
77127,504.31,64980,London,Tablet,0
97088,193.18,58217,Tokyo,Desktop,0
24627,487.49,62723,New York,Desktop,0
61815,831.16,81681,Mumbai,Mobile,0
69756,553.86,1875,Mumbai,Tablet,0
11931,692.94,72566,Berlin,Desktop,0
16161,546.62,37896,London,Tablet,0
47440,958.99,44924,Mumbai,Tablet,0
34606,300.84,68306,Tokyo,Desktop,0
14107,567.14,56427,Berlin,Desktop,0
90651,744.32,73625,New York,Desktop,0
98435,424.72,84325,Berlin,Desktop,0
17503,921.53,84624,Berlin,Mobile,0
63486,589.96,48137,Mumbai,Tablet,0
33076,455.38,19146,Mumbai,Tablet,0
79809,720.87,69428,Tokyo,Tablet,0
90791,468.57,45083,London,Mobile,0
93365,385.25,4675,Tokyo,Mobile,0
18293,378.18,69002,London,Tablet,0
43850,246.97,62109,New York,Desktop,0
35068,254.58,22826,New York,Mobile,0
61393,180.7,45808,Tokyo,Mobile,0
27382,659.93,83684,New York,Desktop,0
85414,848.79,1347,New York,Desktop,0
13798,585.57,57790,Berlin,Mobile,0
1729,815.83,9756,London,Tablet,1
66101,296.46,84328,New York,Tablet,0
7678,965.04,51897,Berlin,Tablet,1
73315,211.44,43361,Berlin,Desktop,0
69696,174.7,40642,Berlin,Desktop,0
5439,40.05,84922,London,Tablet,1
73381,515.51,64463,London,Tablet,0
34591,139.36,18267,Mumbai,Mobile,0
8453,697.87,71820,Mumbai,Desktop,1
6235,384.92,68731,Tokyo,Tablet,1
56580,515.56,43600,Tokyo,Desktop,0
44069,924.88,24813,Berlin,Tablet,0
73662,444.91,74105,London,Tablet,0
18242,364.82,65805,Mumbai,Mobile,0
72560,998.33,68727,London,Tablet,0
11373,800.24,15916,Tokyo,Desktop,0
53068,508.32,85977,London,Tablet,0
54397,613.88,22810,Berlin,Tablet,0
60744,329.9,61444,Tokyo,Tablet,0
4233,365.04,25787,Mumbai,Mobile,1
66150,222.69,3430,Tokyo,Desktop,0
227,973.28,84221,London,Desktop,1
38051,416.46,28344,New York,Mobile,0
75831,168.03,61798,New York,Desktop,0
11713,692.67,50444,Tokyo,Mobile,0
89799,247.93,85280,Berlin,Mobile,0
84722,325.61,28009,Berlin,Desktop,0
11651,365.6,62405,Mumbai,Desktop,0
63793,662.67,67458,Tokyo,Desktop,0
18332,505.92,28733,London,Desktop,0
59465,33.53,51696,New York,Tablet,0
31839,738.54,11555,Tokyo,Desktop,0
35888,753.79,62151,New York,Tablet,0
70558,536.22,13485,Mumbai,Tablet,0
68842,590.9,72420,Tokyo,Mobile,0
44300,419.22,66454,Mumbai,Mobile,0
39432,23.33,19858,Tokyo,Desktop,0
71758,485.71,73657,New York,Desktop,0
51267,227.52,49486,New York,Desktop,0
49809,134.66,37634,Berlin,Mobile,0
86689,376.83,48519,Mumbai,Tablet,0
61005,204.81,77436,Tokyo,Tablet,0
60771,929.77,72778,Mumbai,Mobile,0
88,641.18,4512,Mumbai,Desktop,1
77204,891.7,53901,New York,Tablet,0
51988,468.58,79806,Tokyo,Desktop,0
82150,214.76,33554,London,Tablet,0
43734,665.22,54550,New York,Mobile,0
95182,377.75,49513,London,Desktop,0
88477,559.48,52481,Tokyo,Tablet,0
62006,611.09,24577,New York,Tablet,0
30884,335.25,11453,New York,Desktop,0
50767,530.06,20925,Mumbai,Mobile,0
74956,498.42,71580,Mumbai,Tablet,0
12751,38.0,4249,Tokyo,Desktop,0
36507,342.19,18325,Tokyo,Mobile,0
9938,680.36,39840,Mumbai,Mobile,1
18374,946.73,20654,Mumbai,Mobile,0
92221,323.58,7396,Berlin,Mobile,0
90730,245.7,72892,Berlin,Mobile,0
12397,604.12,26723,New York,Mobile,0
94922,388.0,50204,Berlin,Tablet,0
33802,738.04,2975,Tokyo,Mobile,0
1231,895.16,21953,London,Desktop,1
20335,803.33,61109,Berlin,Tablet,0
78044,797.78,30189,Tokyo,Tablet,0
40351,699.95,10177,Berlin,Mobile,0
50863,310.71,7571,Tokyo,Mobile,0
65410,963.09,36276,New York,Desktop,0
98466,666.68,22882,New York,Mobile,0
83943,557.67,33153,London,Desktop,0
35641,708.03,13862,London,Desktop,0
76610,725.18,5429,Mumbai,Desktop,0
1046,619.7,31117,London,Tablet,1
97796,455.83,49249,New York,Tablet,0
5938,219.96,72046,London,Desktop,1
57688,527.73,32340,London,Tablet,0
7896,850.28,66747,London,Desktop,1
87485,721.17,68024,Berlin,Mobile,0
17571,927.91,61385,New York,Mobile,0
53065,591.27,15724,London,Desktop,0
11142,942.55,37068,Tokyo,Desktop,0
96937,901.07,19607,New York,Mobile,0
50491,171.07,66322,Tokyo,Mobile,0
33223,227.57,1150,Berlin,Mobile,0
82507,889.12,30852,London,Desktop,0
36297,336.25,32848,Berlin,Tablet,0
67925,545.34,79250,Berlin,Desktop,0
94405,714.65,44023,Tokyo,Mobile,0
84993,229.95,42440,New York,Desktop,0
62123,860.77,12195,London,Tablet,0
65744,316.5,9029,Berlin,Mobile,0
40247,334.87,44738,Tokyo,Tablet,0
16362,267.88,60865,New York,Desktop,0
55939,244.69,2561,Berlin,Mobile,0
28675,985.91,3210,Tokyo,Tablet,0
23958,194.24,74313,New York,Desktop,0
7859,145.01,4727,London,Tablet,1
94213,238.81,3126,Mumbai,Tablet,0
63352,811.9,17927,New York,Mobile,0
50199,699.06,83618,Tokyo,Mobile,0
55239,724.74,51681,New York,Tablet,0
98341,638.54,74623,Mumbai,Tablet,0
13706,118.92,46088,Tokyo,Desktop,0
13580,675.43,12239,Mumbai,Desktop,0
34571,913.4,19824,Mumbai,Desktop,0
93622,883.51,82738,Berlin,Mobile,0
2105,795.33,10149,Tokyo,Desktop,1
74361,753.22,16535,Tokyo,Tablet,0
85889,811.0,51503,Mumbai,Desktop,0
99907,447.49,67788,Tokyo,Desktop,0
56430,91.39,4372,New York,Mobile,0
86503,921.98,33303,Mumbai,Desktop,0
12470,609.35,86228,Berlin,Mobile,0
14779,484.9,30607,Mumbai,Tablet,0
27544,527.92,3466,London,Mobile,0
97977,201.71,66414,Mumbai,Tablet,0
46123,924.79,277,New York,Tablet,0
49369,215.72,72088,Berlin,Mobile,0
1333,236.17,71557,Berlin,Desktop,1
2361,21.59,60580,New York,Desktop,1
82418,804.94,58765,Mumbai,Tablet,0
45149,586.37,50235,Mumbai,Desktop,0
7842,445.11,36317,New York,Desktop,1
86291,321.25,47534,London,Tablet,0
36035,242.55,134,London,Desktop,0
18146,379.88,15321,Tokyo,Mobile,0
70746,517.21,38184,London,Tablet,0
78804,54.51,60432,Mumbai,Mobile,0
94236,133.2,53963,London,Mobile,0
52491,916.62,81253,Tokyo,Desktop,0
88895,767.95,54429,Mumbai,Tablet,0
59269,232.08,65740,London,Tablet,0
19663,13.33,71808,Tokyo,Desktop,0
49826,656.94,65500,Mumbai,Tablet,0
1323,873.07,27343,Tokyo,Mobile,1
37624,834.52,41208,New York,Desktop,0
20087,216.8,56114,Mumbai,Desktop,0
88366,586.15,62839,Tokyo,Tablet,0
92896,107.74,38205,New York,Tablet,0
69588,616.29,57344,Berlin,Desktop,0
26587,697.53,78541,Mumbai,Desktop,0
39879,857.95,55282,New York,Mobile,0
75299,316.18,45074,Tokyo,Desktop,0
53979,883.32,30236,Berlin,Mobile,0
49674,614.74,30924,Berlin,Desktop,0
75962,800.65,26397,Tokyo,Desktop,0
25356,78.23,79767,Tokyo,Mobile,0
27734,171.35,76536,London,Tablet,0
18006,279.5,35708,London,Tablet,0
22673,289.76,64678,Berlin,Mobile,0
50381,610.52,66083,Mumbai,Mobile,0
59039,12.51,68344,London,Mobile,0
43445,282.4,33751,Berlin,Tablet,0
2281,261.85,6387,New York,Mobile,1
77965,240.8,68385,Berlin,Tablet,0
96126,113.98,70321,Berlin,Mobile,0
77648,757.75,80407,Berlin,Desktop,0
31432,498.39,31733,Tokyo,Mobile,0
31923,171.08,240,Mumbai,Desktop,0
15809,887.02,65980,London,Tablet,0
85542,551.12,44641,Berlin,Mobile,0
15496,811.66,61438,London,Desktop,0
77432,668.13,60490,Mumbai,Tablet,0
57937,173.48,66912,Tokyo,Desktop,0
18950,505.53,49704,New York,Desktop,0
22584,779.11,83238,Mumbai,Mobile,0
6749,992.9,23845,New York,Desktop,1
80574,477.75,18979,Mumbai,Tablet,0
53071,216.3,80916,Berlin,Tablet,0
1403,46.3,74145,London,Desktop,1
37782,707.03,73699,Tokyo,Desktop,0
64680,893.78,30124,Mumbai,Desktop,0
79961,297.19,62650,Mumbai,Tablet,0
23788,457.9,3413,Berlin,Tablet,0
30419,793.28,25647,Mumbai,Desktop,0
59035,261.04,3429,Tokyo,Tablet,0
20331,226.29,79198,Tokyo,Mobile,0
95653,961.12,37627,Mumbai,Mobile,0
884,113.07,31989,New York,Desktop,1
41516,750.04,66264,New York,Desktop,0
14039,528.73,40856,New York,Desktop,0
44970,350.69,82965,Mumbai,Mobile,0
32866,393.12,63517,Berlin,Desktop,0
79369,141.09,24399,New York,Tablet,0
3254,126.03,10297,Tokyo,Desktop,1
2938,587.94,72228,London,Mobile,1
36839,929.81,80065,Tokyo,Tablet,0
25040,839.58,61989,London,Tablet,0
23395,786.42,59496,New York,Desktop,0
81993,291.32,5428,Berlin,Tablet,0
56294,438.2,39794,Tokyo,Tablet,0
1319,90.81,66416,London,Mobile,1
95285,741.58,32478,Berlin,Mobile,0
32593,961.37,11392,Tokyo,Desktop,0
86254,425.01,72578,Tokyo,Tablet,0
79995,708.08,78118,London,Tablet,0
63781,469.51,8733,London,Tablet,0
37109,915.44,35788,New York,Tablet,0
1350,49.71,16918,New York,Desktop,1
4791,115.73,56949,New York,Tablet,1
96595,691.87,57271,Berlin,Tablet,0
87445,761.27,659,Mumbai,Mobile,0
87608,411.22,77345,London,Mobile,0
84334,336.56,18820,New York,Mobile,0
58135,661.45,23844,Mumbai,Tablet,0
18635,301.74,36908,Tokyo,Tablet,0
3394,332.04,45663,Tokyo,Mobile,1
72229,324.72,7722,Tokyo,Mobile,0
37588,767.98,30089,Tokyo,Tablet,0
11447,897.07,11015,Tokyo,Desktop,0
92169,471.84,62202,London,Desktop,0
33055,778.09,52003,London,Tablet,0
93269,348.33,23662,Berlin,Tablet,0
59809,182.57,82733,Mumbai,Desktop,0
61578,962.74,49555,Tokyo,Tablet,0
49661,909.89,24039,Berlin,Mobile,0
11061,757.43,84835,London,Tablet,0
1551,951.89,83373,London,Tablet,1
80751,38.03,78409,Berlin,Mobile,0
4511,182.67,45846,Tokyo,Tablet,1
26439,603.51,1967,Tokyo,Mobile,0
86709,633.63,50593,London,Mobile,0
83004,974.58,84375,Berlin,Tablet,0
80167,541.72,61206,Mumbai,Mobile,0
48079,541.33,9056,London,Mobile,0
16302,634.7,8070,Tokyo,Desktop,0
17495,273.12,70514,New York,Desktop,0
85699,924.97,57534,Tokyo,Desktop,0
61706,580.72,7431,Mumbai,Mobile,0
49149,502.56,22537,Mumbai,Desktop,0
70173,894.57,60617,Tokyo,Mobile,0
96223,871.54,43537,New York,Desktop,0
52413,104.36,81402,London,Tablet,0
97494,735.7,72678,Berlin,Desktop,0
9094,705.14,33655,Mumbai,Tablet,1
6268,106.4,81752,Berlin,Tablet,1
81824,589.45,23311,New York,Mobile,0
40204,593.42,76597,Tokyo,Desktop,0
69326,673.97,4549,Berlin,Mobile,0
57863,157.25,80329,Tokyo,Mobile,0
52992,77.35,11757,Mumbai,Tablet,0
89246,726.26,22598,Mumbai,Mobile,0
26874,828.04,57762,Mumbai,Mobile,0
62597,414.52,49678,Tokyo,Tablet,0
47746,300.96,34618,Mumbai,Desktop,0
40991,769.06,45483,London,Desktop,0
13929,833.25,48311,Mumbai,Mobile,0
94954,595.69,36681,Berlin,Tablet,0
18743,666.21,43899,Mumbai,Tablet,0
1058,407.91,84995,New York,Desktop,1
4338,903.38,39920,New York,Mobile,1
34171,134.8,37990,Tokyo,Tablet,0
96506,596.11,80068,Tokyo,Desktop,0
2030,657.63,41740,Berlin,Tablet,1
1431,460.19,73035,New York,Desktop,1
35084,775.42,31700,Mumbai,Mobile,0
33932,271.1,84876,New York,Tablet,0
55376,894.21,63635,New York,Mobile,0
22825,159.09,68963,Mumbai,Tablet,0
73647,37.61,31270,Tokyo,Mobile,0
25270,626.89,34589,London,Tablet,0
64035,334.39,70210,Mumbai,Desktop,0
14806,562.13,52944,Tokyo,Desktop,0
60298,766.54,16156,London,Desktop,0
50079,953.96,22634,New York,Desktop,0
31592,753.44,7595,Berlin,Mobile,0
586,247.74,85630,Tokyo,Desktop,1
36905,972.92,17007,Tokyo,Mobile,0
21333,240.35,29974,Tokyo,Tablet,0
39457,129.79,81425,Tokyo,Tablet,0
12534,320.27,77465,New York,Tablet,0
40816,491.76,42987,London,Desktop,0
68317,696.22,25717,New York,Desktop,0
42918,93.05,48012,Berlin,Mobile,0
5216,612.13,42954,Mumbai,Desktop,1
83013,999.0,75196,London,Desktop,0
40200,135.39,60801,Berlin,Desktop,0
64274,397.1,25119,New York,Tablet,0
88544,660.27,73262,New York,Tablet,0
834,184.62,607,London,Tablet,1
41273,292.71,34075,Mumbai,Desktop,0
79343,55.15,65035,London,Tablet,0
35016,765.1,10952,Mumbai,Mobile,0
