transaction_id,user_id,amount,merchant_category,transaction_hour,day_of_week,account_age_days,previous_transactions,avg_transaction_amount,location_risk_score,device_risk_score,is_fraud
TXN_00201,USR_301,3539.12,gas_station,23,5,3133,269,80.51,0.56,0.59,0
TXN_00202,USR_302,2126.41,fast_food,9,1,3430,100,197.29,0.85,0.84,0
TXN_00203,USR_303,2259.69,gas_station,7,3,754,155,72.65,0.89,0.77,0
TXN_00204,USR_304,632.07,grocery,22,5,538,141,234.17,0.8,0.52,0
TXN_00205,USR_305,2960.46,grocery,1,5,1216,358,129.8,0.14,0.37,0
TXN_00206,USR_306,4016.24,restaurant,20,7,3103,252,50.93,0.37,0.42,0
TXN_00207,USR_307,2691.6,electronics,0,5,1184,241,233.97,0.38,0.38,0
TXN_00208,USR_308,3690.13,luxury,14,3,775,495,140.44,0.28,0.46,0
TXN_00209,USR_309,712.88,grocery,8,7,1976,59,85.28,0.5,0.44,0
TXN_00210,USR_310,4575.08,electronics,12,4,323,296,122.48,0.56,0.61,0
TXN_00211,USR_311,75.34,grocery,4,2,3342,289,182.71,0.24,0.87,0
TXN_00212,USR_312,751.83,gas_station,2,2,505,286,132.92,0.17,0.9,0
TXN_00213,USR_313,2515.95,coffee_shop,19,5,3258,317,169.08,0.15,0.7,0
TXN_00214,USR_314,1057.43,jewelry,16,4,1865,466,229.61,0.26,0.25,0
TXN_00215,USR_315,192.38,luxury,9,7,2430,220,144.41,0.55,0.15,0
TXN_00216,USR_316,3879.88,gas_station,18,5,266,313,140.66,0.52,0.45,0
TXN_00217,USR_317,2009.81,electronics,6,6,884,136,161.93,0.22,0.25,0
TXN_00218,USR_318,4310.31,electronics,5,2,731,283,239.22,0.4,0.32,0
TXN_00219,USR_319,3223.56,electronics,5,1,1693,231,131.75,0.12,0.22,0
TXN_00220,USR_320,3582.7,fast_food,15,3,153,119,181.78,0.12,0.28,0
TXN_00221,USR_321,1163.06,gas_station,22,3,2899,441,184.38,0.12,0.18,0
TXN_00222,USR_322,4001.58,luxury,2,6,976,474,85.71,0.62,0.29,0
TXN_00223,USR_323,506.21,gas_station,20,5,2728,412,98.63,0.68,0.78,0
TXN_00224,USR_324,4152.8,jewelry,13,1,2250,116,129.44,0.63,0.26,0
TXN_00225,USR_325,1472.81,restaurant,8,7,602,37,229.27,0.11,0.17,0
TXN_00226,USR_326,1047.35,grocery,5,7,1279,305,55.31,0.25,0.57,0
TXN_00227,USR_327,2112.91,fast_food,9,4,529,240,228.53,0.75,0.37,0
TXN_00228,USR_328,1304.52,gas_station,22,4,1135,257,125.94,0.57,0.31,0
TXN_00229,USR_329,3124.5,pharmacy,15,4,349,307,131.88,0.54,0.45,0
TXN_00230,USR_330,1479.38,grocery,13,6,1340,310,239.69,0.71,0.21,0
TXN_00231,USR_331,4343.66,gas_station,0,1,957,493,147.49,0.82,0.74,0
TXN_00232,USR_332,2131.82,fast_food,18,1,3152,345,54.49,0.31,0.53,0
TXN_00233,USR_333,3171.06,gas_station,18,1,3145,388,101.58,0.21,0.77,0
TXN_00234,USR_334,4922.17,restaurant,15,5,2688,227,155.14,0.24,0.32,0
TXN_00235,USR_335,101.77,gas_station,5,5,1805,326,232.86,0.19,0.56,0
TXN_00236,USR_336,1377.54,luxury,2,4,1445,210,160.84,0.62,0.76,0
TXN_00237,USR_337,1040.04,online,10,6,448,440,52.2,0.21,0.82,0
TXN_00238,USR_338,4370.71,restaurant,10,4,2861,254,169.48,0.58,0.63,0
TXN_00239,USR_339,885.1,gas_station,21,4,3352,390,232.88,0.44,0.41,0
TXN_00240,USR_340,2599.4,pharmacy,1,4,380,162,59.39,0.23,0.69,0
TXN_00241,USR_341,423.17,gas_station,10,1,3184,207,170.63,0.3,0.41,0
TXN_00242,USR_342,1450.58,pharmacy,0,6,2242,237,121.13,0.68,0.34,0
TXN_00243,USR_343,2836.36,coffee_shop,1,2,2143,186,145.21,0.63,0.85,0
TXN_00244,USR_344,3665.53,fast_food,15,6,1830,390,92.99,0.12,0.31,0
TXN_00245,USR_345,2979.44,grocery,6,3,2269,68,60.29,0.5,0.58,0
TXN_00246,USR_346,1677.88,gas_station,14,6,2005,63,204.18,0.19,0.16,0
TXN_00247,USR_347,3643.66,grocery,20,5,3293,123,149.1,0.65,0.45,0
TXN_00248,USR_348,1239.55,restaurant,9,5,76,283,213.82,0.74,0.66,0
TXN_00249,USR_349,1368.0,coffee_shop,2,2,3466,468,168.05,0.39,0.17,0
TXN_00250,USR_350,4587.39,electronics,14,1,2673,427,77.36,0.86,0.46,0
TXN_00251,USR_351,933.81,restaurant,15,6,1215,261,158.38,0.8,0.69,0
TXN_00252,USR_352,4034.74,gas_station,13,7,1996,242,181.76,0.65,0.78,0
TXN_00253,USR_353,1255.84,jewelry,14,5,612,197,147.88,0.28,0.89,0
TXN_00254,USR_354,4720.86,jewelry,19,5,3076,451,57.89,0.66,0.84,0
TXN_00255,USR_355,911.07,restaurant,2,3,3184,405,163.59,0.83,0.13,0
TXN_00256,USR_356,3490.13,coffee_shop,10,7,2099,137,109.47,0.84,0.88,0
TXN_00257,USR_357,4721.89,grocery,9,6,1242,429,144.84,0.79,0.78,0
TXN_00258,USR_358,1602.31,fast_food,18,6,2025,444,215.78,0.13,0.58,0
TXN_00259,USR_359,1157.74,restaurant,14,5,2003,177,74.11,0.16,0.66,0
TXN_00260,USR_360,1705.98,online,17,7,2245,194,194.95,0.15,0.35,0
TXN_00261,USR_361,2702.06,luxury,10,7,792,358,208.14,0.36,0.6,0
TXN_00262,USR_362,4431.03,jewelry,18,4,976,439,173.17,0.29,0.12,0
TXN_00263,USR_363,4351.79,coffee_shop,1,3,3070,243,54.25,0.8,0.52,0
TXN_00264,USR_364,4695.95,coffee_shop,12,6,3265,421,209.76,0.9,0.38,0
TXN_00265,USR_365,3838.27,restaurant,15,1,537,258,130.39,0.48,0.6,0
TXN_00266,USR_366,4369.65,fast_food,10,7,431,448,246.82,0.71,0.43,0
TXN_00267,USR_367,2112.57,luxury,3,5,1891,8,197.52,0.29,0.19,0
TXN_00268,USR_368,1779.56,restaurant,13,7,2701,497,107.45,0.34,0.29,0
TXN_00269,USR_369,220.05,restaurant,2,4,3221,497,53.57,0.89,0.44,0
TXN_00270,USR_370,1927.79,gas_station,10,5,2857,204,185.93,0.27,0.86,0
TXN_00271,USR_371,3933.86,electronics,10,7,2782,440,67.88,0.43,0.8,0
TXN_00272,USR_372,4724.21,pharmacy,12,3,2587,368,143.48,0.59,0.23,0
TXN_00273,USR_373,4955.93,luxury,17,1,2549,36,96.33,0.85,0.62,0
TXN_00274,USR_374,3042.61,jewelry,20,6,1197,117,152.54,0.28,0.24,0
TXN_00275,USR_375,1110.23,electronics,13,1,3134,325,87.29,0.72,0.38,0
TXN_00276,USR_376,298.63,electronics,14,2,2862,154,243.82,0.81,0.84,0
TXN_00277,USR_377,4974.59,grocery,1,3,3281,29,84.78,0.42,0.71,0
TXN_00278,USR_378,3483.14,gas_station,11,3,1784,75,80.78,0.75,0.28,0
TXN_00279,USR_379,1126.85,jewelry,16,4,2338,350,157.39,0.57,0.56,0
TXN_00280,USR_380,466.52,restaurant,5,2,343,313,225.49,0.31,0.2,0
TXN_00281,USR_381,4444.85,coffee_shop,19,6,1006,255,241.13,0.79,0.75,0
TXN_00282,USR_382,3279.66,fast_food,4,2,1908,327,160.17,0.17,0.43,0
TXN_00283,USR_383,1869.72,gas_station,14,3,2751,5,101.95,0.68,0.5,0
TXN_00284,USR_384,414.42,luxury,9,6,2258,81,94.04,0.65,0.16,0
TXN_00285,USR_385,4257.52,electronics,14,3,2426,154,149.03,0.48,0.57,0
TXN_00286,USR_386,4125.16,coffee_shop,22,3,1891,433,119.56,0.64,0.55,0
TXN_00287,USR_387,1342.47,gas_station,6,4,1999,55,225.73,0.74,0.63,0
TXN_00288,USR_388,4254.4,jewelry,12,5,1490,295,223.46,0.67,0.77,0
TXN_00289,USR_389,3490.38,gas_station,22,3,109,425,186.03,0.59,0.7,0
TXN_00290,USR_390,801.44,coffee_shop,8,1,2338,443,226.17,0.8,0.12,0
TXN_00291,USR_391,4130.83,grocery,19,6,2054,427,75.77,0.37,0.69,0
TXN_00292,USR_392,812.19,gas_station,7,5,3304,181,213.59,0.77,0.51,0
TXN_00293,USR_393,41.87,jewelry,20,2,2563,129,107.41,0.59,0.88,0
TXN_00294,USR_394,3162.75,restaurant,20,1,2590,331,101.96,0.61,0.53,0
TXN_00295,USR_395,3901.43,grocery,9,7,1825,18,71.4,0.71,0.53,0
TXN_00296,USR_396,4815.33,fast_food,11,6,558,47,118.37,0.61,0.85,0
TXN_00297,USR_397,521.52,gas_station,10,6,1721,90,237.45,0.65,0.15,0
TXN_00298,USR_398,1511.81,jewelry,4,7,2229,449,191.63,0.15,0.57,0
TXN_00299,USR_399,1735.96,online,16,5,1136,426,174.18,0.14,0.8,0
TXN_00300,USR_400,4867.71,restaurant,8,7,1993,496,243.78,0.7,0.2,0
TXN_00301,USR_401,3793.73,gas_station,23,7,1407,412,54.92,0.12,0.36,0
TXN_00302,USR_402,2448.33,electronics,14,1,596,387,204.08,0.65,0.46,0
TXN_00303,USR_403,1375.4,jewelry,21,6,2782,204,249.42,0.44,0.46,0
TXN_00304,USR_404,826.48,pharmacy,11,1,3258,203,208.96,0.65,0.28,0
TXN_00305,USR_405,421.08,grocery,8,5,526,233,186.1,0.62,0.32,0
TXN_00306,USR_406,4754.81,online,21,6,2773,135,80.21,0.45,0.85,0
TXN_00307,USR_407,2104.44,fast_food,12,7,2635,482,177.71,0.42,0.32,0
TXN_00308,USR_408,4920.05,online,3,6,977,242,131.87,0.82,0.28,0
TXN_00309,USR_409,1073.39,grocery,19,5,1363,469,56.23,0.62,0.39,0
TXN_00310,USR_410,4323.15,fast_food,7,6,278,326,144.64,0.87,0.25,0
TXN_00311,USR_411,4344.43,luxury,22,3,2679,210,205.32,0.72,0.78,0
TXN_00312,USR_412,3807.51,electronics,4,1,172,156,175.24,0.2,0.13,0
