transaction_id,user_id,amount,merchant_category,transaction_hour,day_of_week,account_age_days,previous_transactions,avg_transaction_amount,location_risk_score,device_risk_score,is_fraud
TXN_037,USR_137,1445.66,fast_food,5,5,3758,55,52.56,0.6,0.5,0
TXN_038,USR_138,285.85,gas_station,20,5,2514,102,102.12,0.8,0.3,0
TXN_039,USR_139,750.13,restaurant,11,7,681,277,145.34,0.9,0.3,0
TXN_040,USR_140,3370.51,fast_food,0,5,1347,251,201.13,0.3,0.7,0
TXN_041,USR_141,1857.88,grocery,3,3,3619,426,174.62,0.6,0.5,0
TXN_042,USR_142,478.74,gas_station,7,1,1006,450,216.24,0.4,0.2,0
TXN_043,USR_143,232.65,online,2,1,3017,249,166.13,0.6,0.1,0
TXN_044,USR_144,2575.1,electronics,17,7,535,66,91.43,0.6,0.2,0
TXN_045,USR_145,3463.96,pharmacy,17,2,1105,271,124.28,0.8,0.2,0
TXN_046,USR_146,1725.1,online,13,2,3824,277,68.26,0.8,0.8,0
TXN_047,USR_147,1311.97,jewelry,22,3,1654,344,180.3,0.8,0.5,0
TXN_048,USR_148,2662.36,coffee_shop,14,5,1869,62,94.58,0.2,0.8,0
TXN_049,USR_149,4505.08,jewelry,7,1,1404,11,174.79,0.4,0.4,0
TXN_050,USR_150,3638.0,online,17,2,2430,113,228.91,0.8,0.7,0
TXN_051,USR_151,3220.9,grocery,2,6,2604,31,62.25,0.2,0.8,0
TXN_052,USR_152,3043.95,jewelry,2,1,3541,170,46.89,0.2,0.6,0
TXN_053,USR_153,55.16,electronics,16,2,1160,343,77.97,0.5,0.7,0
TXN_054,USR_154,3270.25,pharmacy,6,5,561,371,90.98,0.7,0.3,0
TXN_055,USR_155,1647.24,online,18,4,1015,402,198.03,0.6,0.8,0
TXN_056,USR_156,3298.34,pharmacy,13,2,406,50,161.5,0.2,0.4,0
TXN_057,USR_157,1348.06,luxury,11,4,1703,240,95.02,0.9,0.4,0
TXN_058,USR_158,4463.47,grocery,21,6,2666,51,174.38,0.7,0.5,0
TXN_059,USR_159,2897.21,grocery,12,6,1409,410,145.97,0.3,0.7,0
TXN_060,USR_160,1425.44,electronics,7,2,799,275,49.98,0.6,0.2,0
TXN_061,USR_161,4704.08,pharmacy,4,4,771,143,240.56,0.8,0.4,0
TXN_062,USR_162,106.82,pharmacy,7,7,3801,39,235.31,0.4,0.9,0
TXN_063,USR_163,4819.19,pharmacy,17,1,227,334,219.87,0.3,0.4,0
TXN_064,USR_164,4260.15,fast_food,0,1,3814,386,109.97,0.2,0.5,0
TXN_065,USR_165,4682.69,jewelry,5,4,2009,247,187.69,0.6,0.2,0
TXN_066,USR_166,3086.59,jewelry,12,1,694,195,247.96,0.2,0.5,0
TXN_067,USR_167,4390.54,grocery,12,3,3815,402,196.86,0.7,0.7,0
TXN_068,USR_168,1816.67,pharmacy,9,4,2873,491,105.19,0.7,0.7,0
TXN_069,USR_169,4339.35,fast_food,21,6,2013,80,232.21,0.5,0.5,0
TXN_070,USR_170,3997.53,jewelry,9,2,3987,30,178.24,0.7,0.7,0
TXN_071,USR_171,4453.33,online,23,5,269,383,114.29,0.4,0.2,0
TXN_072,USR_172,2904.05,coffee_shop,1,1,2412,245,52.37,0.5,0.5,0
TXN_073,USR_173,1454.11,fast_food,16,2,252,492,166.12,0.1,0.1,0
TXN_074,USR_174,4118.32,fast_food,2,7,781,36,118.84,0.2,0.5,0
TXN_075,USR_175,3856.87,online,2,6,3550,121,89.24,0.6,0.2,0
TXN_076,USR_176,286.86,luxury,3,5,1028,297,153.93,0.5,0.6,0
TXN_077,USR_177,3638.67,online,1,5,355,215,245.05,0.5,0.4,0
TXN_078,USR_178,3982.08,online,18,5,1315,479,100.52,0.5,0.2,0
TXN_079,USR_179,155.99,gas_station,6,6,2953,161,242.34,0.8,0.7,0
TXN_080,USR_180,2062.5,jewelry,8,4,556,344,80.53,0.2,0.3,0
TXN_081,USR_181,2759.66,gas_station,14,3,3825,385,191.49,0.6,0.3,0
TXN_082,USR_182,4775.68,electronics,0,4,2564,289,196.27,0.5,0.6,0
TXN_083,USR_183,2115.41,electronics,2,5,893,260,95.78,0.4,0.7,0
TXN_084,USR_184,101.54,gas_station,4,3,3628,36,68.79,0.1,0.1,0
TXN_085,USR_185,4281.64,jewelry,11,3,666,225,189.25,0.5,0.2,0
TXN_086,USR_186,2473.33,fast_food,22,3,2525,414,142.06,0.2,0.4,0
TXN_087,USR_187,2010.57,fast_food,0,6,3366,284,171.25,0.6,0.1,0
TXN_088,USR_188,1891.82,gas_station,21,1,3865,450,173.3,0.5,0.8,0
TXN_089,USR_189,3303.71,restaurant,8,1,3664,55,78.4,0.2,0.6,0
TXN_090,USR_190,161.76,fast_food,4,3,1174,310,165.08,0.9,0.6,0
TXN_091,USR_191,1959.2,jewelry,22,3,853,352,176.87,0.5,0.5,0
TXN_092,USR_192,4709.08,gas_station,16,4,1048,464,124.15,0.9,0.8,0
TXN_093,USR_193,1003.08,grocery,2,6,1754,425,59.22,0.2,0.1,0
TXN_094,USR_194,499.38,gas_station,1,1,1386,395,185.02,0.2,0.4,0
TXN_095,USR_195,4229.03,restaurant,20,3,681,380,49.77,0.8,0.3,0
TXN_096,USR_196,617.28,pharmacy,17,6,1771,288,187.83,0.6,0.8,0
TXN_097,USR_197,3683.3,grocery,3,1,3890,453,209.71,0.3,0.2,0
TXN_098,USR_198,3760.56,restaurant,17,1,3438,190,210.4,0.9,0.4,0
TXN_099,USR_199,1878.93,online,17,2,1780,66,204.16,0.4,0.8,0
TXN_100,USR_200,4296.31,grocery,9,3,3702,478,132.94,0.7,0.7,0
