transaction_id,user_id,amount,merchant_category,transaction_hour,day_of_week,account_age_days,previous_transactions,avg_transaction_amount,location_risk_score,device_risk_score,is_fraud
TXN_SAFE_0013,USR_1013,480.71,online,0,3,3089,227,120.59,0.31,0.31,0
TXN_SAFE_0030,USR_1030,761.7,gas_station,3,3,2848,359,251.22,0.18,0.49,0
TXN_SAFE_0045,USR_1045,626.41,pharmacy,13,2,2808,237,201.24,0.55,0.58,0
TXN_SAFE_0077,USR_1077,52.88,restaurant,12,1,1801,137,77.18,0.37,0.34,0
TXN_SAFE_0000,USR_1000,463.64,fast_food,12,3,383,181,67.43,0.6,0.42,0
TXN_SAFE_0008,USR_1008,686.03,luxury,21,4,3105,97,270.1,0.37,0.59,0
TXN_SAFE_0060,USR_1060,817.05,online,10,4,3622,83,276.9,0.29,0.24,0
TXN_SAFE_0027,USR_1027,190.9,electronics,12,1,144,241,101.07,0.34,0.34,0
TXN_SAFE_0058,USR_1058,144.81,grocery,11,5,3208,31,206.74,0.32,0.56,0
TXN_SAFE_0070,USR_1070,856.07,electronics,19,3,2227,435,142.17,0.54,0.4,0
TXN_SAFE_0073,USR_1073,70.12,gas_station,14,2,121,77,59.13,0.12,0.47,0
TXN_SAFE_0009,USR_1009,473.0,pharmacy,17,1,2026,307,59.8,0.36,0.36,0
TXN_SAFE_0032,USR_1032,485.8,coffee_shop,4,4,1021,242,281.23,0.17,0.44,0
TXN_SAFE_0014,USR_1014,744.18,jewelry,22,1,3670,159,234.49,0.34,0.35,0
TXN_SAFE_0015,USR_1015,802.1,gas_station,5,4,1564,247,229.97,0.36,0.47,0
TXN_SAFE_0004,USR_1004,615.45,coffee_shop,7,6,1924,166,291.88,0.24,0.22,0
TXN_SAFE_0062,USR_1062,151.64,electronics,6,2,3058,213,236.84,0.55,0.58,0
TXN_FRAUD_0001,USR_5001,2689.9,luxury,0,5,122,1,130.32,0.83,0.83,1
TXN_SAFE_0067,USR_1067,886.43,restaurant,22,5,515,168,271.14,0.28,0.26,0
TXN_FRAUD_0006,USR_5006,3892.65,luxury,1,6,446,10,144.4,0.89,0.76,1
TXN_SAFE_0036,USR_1036,65.71,electronics,4,1,1984,471,168.19,0.52,0.54,0
TXN_SAFE_0046,USR_1046,546.38,grocery,1,2,568,266,143.72,0.41,0.27,0
TXN_SAFE_0007,USR_1007,347.64,coffee_shop,1,2,605,40,272.25,0.46,0.15,0
TXN_FRAUD_0007,USR_5007,2831.1,electronics,1,4,488,4,104.2,0.77,0.84,1
TXN_SAFE_0019,USR_1019,700.43,gas_station,15,7,3689,269,71.1,0.59,0.16,0
TXN_SAFE_0050,USR_1050,52.06,grocery,9,3,2840,235,96.48,0.48,0.27,0
TXN_SAFE_0048,USR_1048,234.86,pharmacy,6,7,1079,150,191.72,0.58,0.22,0
TXN_FRAUD_0009,USR_5009,2903.54,jewelry,2,4,195,10,123.19,0.81,0.86,1
TXN_SAFE_0053,USR_1053,782.5,gas_station,7,2,2382,435,296.52,0.49,0.49,0
TXN_SAFE_0065,USR_1065,817.65,gas_station,23,1,3230,497,149.51,0.25,0.55,0
TXN_SAFE_0079,USR_1079,735.45,electronics,5,5,1192,245,214.11,0.38,0.4,0
TXN_SAFE_0023,USR_1023,374.51,luxury,14,1,346,321,179.67,0.31,0.11,0
TXN_SAFE_0056,USR_1056,745.64,coffee_shop,20,2,3567,243,127.5,0.47,0.17,0
TXN_FRAUD_0005,USR_5005,2567.9,luxury,1,4,394,7,139.22,0.84,0.86,1
TXN_SAFE_0076,USR_1076,638.11,coffee_shop,21,2,3459,493,170.83,0.32,0.49,0
TXN_SAFE_0072,USR_1072,246.58,coffee_shop,9,7,3380,356,251.7,0.33,0.52,0
TXN_SAFE_0034,USR_1034,601.16,luxury,17,2,1697,69,213.01,0.13,0.29,0
TXN_SAFE_0061,USR_1061,671.36,online,23,5,913,234,53.24,0.12,0.13,0
TXN_FRAUD_0000,USR_5000,1643.27,electronics,1,1,500,9,76.55,0.81,0.81,1
TXN_SAFE_0016,USR_1016,350.88,grocery,19,1,2134,374,185.49,0.39,0.14,0
TXN_FRAUD_0008,USR_5008,2628.99,jewelry,0,5,345,1,148.31,0.84,0.84,1
TXN_SAFE_0022,USR_1022,211.22,jewelry,16,1,2702,230,187.87,0.38,0.32,0
TXN_SAFE_0068,USR_1068,164.31,electronics,2,3,332,498,256.96,0.24,0.49,0
TXN_SAFE_0044,USR_1044,157.06,coffee_shop,1,1,699,142,296.12,0.23,0.3,0
TXN_SAFE_0033,USR_1033,775.53,jewelry,16,6,3868,252,266.82,0.14,0.44,0
TXN_SAFE_0010,USR_1010,571.55,restaurant,10,7,1614,486,259.31,0.28,0.56,0
TXN_SAFE_0037,USR_1037,320.57,coffee_shop,17,5,171,257,284.69,0.39,0.15,0
TXN_SAFE_0011,USR_1011,410.37,jewelry,19,7,231,267,147.43,0.3,0.15,0
TXN_SAFE_0012,USR_1012,469.33,fast_food,19,7,3972,177,212.02,0.25,0.55,0
TXN_SAFE_0001,USR_1001,111.34,electronics,8,5,3457,339,86.53,0.52,0.24,0
TXN_FRAUD_0004,USR_5004,1848.84,jewelry,0,7,498,9,107.64,0.79,0.84,1
TXN_SAFE_0055,USR_1055,932.51,fast_food,8,4,2374,218,260.22,0.49,0.44,0
TXN_SAFE_0047,USR_1047,140.41,electronics,4,6,268,213,63.67,0.56,0.37,0
TXN_SAFE_0042,USR_1042,472.47,luxury,4,4,675,465,202.42,0.51,0.34,0
TXN_SAFE_0025,USR_1025,166.19,restaurant,15,2,896,138,142.91,0.49,0.47,0
TXN_SAFE_0021,USR_1021,428.48,pharmacy,19,5,2383,173,267.23,0.48,0.17,0
TXN_FRAUD_0011,USR_5011,3026.38,electronics,2,7,235,6,76.16,0.81,0.88,1
TXN_SAFE_0063,USR_1063,910.63,luxury,15,3,2776,485,169.52,0.56,0.2,0
TXN_FRAUD_0003,USR_5003,2136.34,jewelry,1,1,194,9,99.71,0.82,0.8,1
TXN_SAFE_0026,USR_1026,110.78,jewelry,1,2,3827,136,226.71,0.26,0.59,0
TXN_SAFE_0006,USR_1006,50.81,pharmacy,16,5,3808,170,272.3,0.27,0.42,0
TXN_SAFE_0040,USR_1040,489.59,electronics,18,6,1430,406,201.49,0.1,0.13,0
TXN_SAFE_0043,USR_1043,272.2,grocery,5,7,3352,74,150.59,0.2,0.49,0
TXN_FRAUD_0002,USR_5002,1910.22,luxury,1,5,138,2,127.38,0.82,0.76,1
